id,creation_date,is_admin_closure,is_removed,ref,marque,statuts,types,contrat,"type ticket",pseudo
484152,"2023-08-07 11:52:21",1,0,HTHE75DEM,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
484917,"2023-08-08 14:51:44",0,0,MT430,BRICOMARCHE,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BCM Johnwin","Demande de réparation en station.",Nadine
485048,"2023-08-09 12:16:39",1,0,HBTE180L,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
485289,"2023-08-10 06:45:37",0,0,RAC4639T,RACING,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
485320,"2023-08-10 08:00:16",0,0,FRT90EA,FEIDER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Angélique
485673,"2023-08-11 09:56:57",0,0,FFT200,FEIDER,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
486323,"2023-08-14 11:50:15",1,0,HTHT26,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
486967,"2023-08-16 09:04:29",0,0,TTLMP750SP53,TITAN,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
487044,"2023-08-16 12:49:36",0,0,MLM1841,"MAC ALLISTER","Le transport retour a besoin d'être modéré par un admin",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
487056,"2023-08-16 13:01:06",0,0,HTDT4650ES,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Serge
487344,"2023-08-17 11:04:34",1,0,HY80-A-2,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
487458,"2023-08-17 14:35:30",1,0,ELMP170SP51,ERBAUER,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
487542,"2023-08-17 14:47:37",1,0,RAC27PHT-1,RACING,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
487692,"2023-08-18 09:04:42",0,0,HG2700-PL,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","SWAP PL"
487700,"2023-08-18 09:20:55",0,0,"BG PRO GTP25-22","BESTGREEN EXPERT","Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BCM Sunray","Demande de réparation en station.","Ghizlane "
487732,"2023-08-18 11:21:43",0,0,FRT90EA,FEIDER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Angélique
487748,"2023-08-18 12:23:15",0,0,ZTR480EX,RYOBI,"La station doit faire un diagnostic de la machine.",NULL,RYOBI,"Demande de Garantie",Michel
487797,"2023-08-18 14:20:56",0,0,"PM 4145 S-B",MOWOX,"Panne non prise en charge dans le cadre de la garantie - Accepté",NULL,"Système U - DAYE EUROPE MOWOX","Demande de Garantie",NULL
488024,"2023-08-19 11:13:45",0,0,SOM-KZL2-125T,MYPROJECT,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",Kaufland,"Demande de réparation en station.",Frédéric
488060,"2023-08-19 12:57:47",0,0,06008C1C04,BOSCH,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.",NULL,"Système U - BOSCH","Demande de Garantie",NULL
488394,"2023-08-21 08:07:54",0,0,RAC52CDORG,RACING,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Marc SWAP 82"
488445,"2023-08-21 10:48:18",0,0,HFBE8T55,HYUNDAI,"DDG par la station, un admin doit modérer cette demande.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
488513,"2023-08-21 13:38:27",0,0,OLM1833B,RYOBI,"Une demande de garantie a été effectuée. La demande est en cours de modération par SWAP",NULL,"HG Divers","Demande de Garantie",Michel
489158,"2023-08-23 06:23:34",1,0,FFT200,FEIDER,"La station établit son devis pour réparer la machine",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
489253,"2023-08-23 10:40:54",0,0,FRT90EA,FEIDER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Angélique
489323,"2023-08-23 14:11:25",0,0,"TJS012 3x4 Taupe",PERFECTLINE,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"BCM Le Fun","Demande de pièces dans le cadre de la garantie",Serge
489427,"2023-08-23 14:45:19",1,0,FRT100EA,FEIDER,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie",NULL
489522,"2023-08-24 05:54:09",1,0,ELMP200SP51,ERBAUER,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
489567,"2023-08-24 08:13:17",0,0,RAC5045-2C,RACING,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
489606,"2023-08-24 09:58:31",0,0,TTLMP300SP40,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
489681,"2023-08-24 14:02:02",0,0,ELMP170SP51,ERBAUER,"La prestation n'a pas pu aboutir",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
489982,"2023-08-25 11:35:06",0,0,HBP1200,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
489998,"2023-08-25 12:17:41",0,0,TTLMP170SP53,TITAN,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,KINGFISHER,"Demande de pièces dans le cadre de la garantie","Laurent P"
490119,"2023-08-25 15:24:06",0,0,TTBCP33-4,TITAN,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.",NULL,KINGFISHER,"Demande de Garantie",Serge
490233,"2023-08-26 10:18:39",0,0,HBP1300,HYUNDAI,"La station doit choisir comment s'occuper de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","01 - Agent Technique SWAP"
490693,"2023-08-28 08:58:43",0,0,"CSP2525 (PN2500-2A)",BRICOMARCHE,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BCM Johnwin","Prise en charge Hors Garantie","Ghizlane "
490943,"2023-08-28 15:53:58",0,0,HTDT5075-A1,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
490948,"2023-08-28 16:16:01",0,0,FG1600i-A,FEIDER,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
491119,"2023-08-29 11:06:22",0,0,RAC3100-A,RACING,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
491141,"2023-08-29 12:50:52",0,0,"BCU-0138 RED",BRICOMARCHE,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BCM Better Choice","Demande de réparation en station.","01 - Agent Technique SWAP"
491749,"2023-08-31 07:54:25",1,0,"LFCD 3x3 LED",PERFECTLINE,"Panne non prise en charge dans le cadre de la garantie - Accepté",NULL,"BCM Le Fun","Demande de Garantie",Serge
491794,"2023-08-31 09:58:20",0,0,Z-RACPBB40,RACING,"Une demande de garantie a été effectuée. La demande est en cours de modération par SWAP",NULL,"SWAP REUSED","Demande de Garantie","Marc SWAP 82"
491854,"2023-08-31 13:41:14",1,0,HG2700-PL,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
492145,"2023-09-01 09:54:06",0,0,MLMP300SP40,"MAC ALLISTER","En attente de paiement du panier par le client",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
492168,"2023-09-01 11:13:36",0,0,TTROP224,TITAN,"La station doit choisir comment s'occuper de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
492190,"2023-09-01 13:09:13",0,0,HDCBE1400,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
492217,"2023-09-01 14:28:58",0,0,ELM36SP-Li,ERBAUER,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","02 - Agent Administratif SWAP"
492646,"2023-09-03 16:05:51",0,0,HTDT561RP-A,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Quentin
492698,"2023-09-04 06:12:14",0,0,HTD5121R-A,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
492732,"2023-09-04 07:34:22",1,0,HTHTP52,HYUNDAI,"La station doit choisir comment s'occuper de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
492786,"2023-09-04 10:09:31",1,0,HG2700-1,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
492852,"2023-09-04 14:26:21",0,0,OLM1833B,RYOBI,"La station doit faire un diagnostic de la machine.",NULL,"HG Divers","Demande de Garantie",Michel
493455,"2023-09-06 07:30:50",0,0,TTLMP875SP51-ES,TITAN,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
493799,"2023-09-07 08:30:05",0,0,ABW-VBS-100P(B),FOXTER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","NHP FOXTER - LECLERC","Demande de réparation en station.",Nadine
493857,"2023-09-07 10:51:47",0,0,TTB834LWM,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
493887,"2023-09-07 13:47:26",0,0,HDBTD50-AC,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","01 - Agent Technique SWAP"
494001,"2023-09-07 15:03:43",0,0,RACD314T-2,RACING,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
494069,"2023-09-08 05:47:55",1,0,HY80-A-2,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
494101,"2023-09-08 07:47:53",1,0,TTLMP750SP53,TITAN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","02 - Agent Administratif SWAP"
494301,"2023-09-08 16:37:53",0,0,RAC3100-A,RACING,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
494387,"2023-09-09 09:08:45",0,0,TTCSP45,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
494531,"2023-09-09 15:23:53",0,0,Z-HTDT4650ES,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","SWAP REUSED","Demande de réparation en station.","Marc SWAP 82"
494621,"2023-09-10 14:26:03",0,0,HTDT4661,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","01 - Agent Technique SWAP"
494788,"2023-09-11 08:13:56",0,0,HG4500I,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
494855,"2023-09-11 12:15:59",0,0,TTROP224,TITAN,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","01 - Agent Technique SWAP"
495175,"2023-09-12 12:01:44",0,0,TTTP123,TITAN,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
495177,"2023-09-12 12:10:30",0,0,MBCP33-4,"MAC ALLISTER","En attente de paiement du panier par le client",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
495225,"2023-09-12 14:33:04",0,0,ZS-881828L,MYPROJECT,"La station doit faire un diagnostic de la machine.",NULL,Kaufland,"Demande de Garantie",NULL
495353,"2023-09-13 02:33:10",0,0,70658756,STERWINS,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","LEROY MERLIN FR - STERWINS","Demande de réparation en station.","Ghizlane "
495480,"2023-09-13 10:19:34",0,0,FRT70EL,FEIDER,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
495678,"2023-09-14 04:46:47",0,0,X-RAC42CDORG-3,RACING,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"SWAP REUSED","Demande de pièces dans le cadre de la garantie","Marc SWAP 82"
495915,"2023-09-14 15:38:48",0,0,SOM-KZL2-125T,MYPROJECT,"La station doit faire un diagnostic de la machine.",NULL,Kaufland,"Demande de Garantie",NULL
495916,"2023-09-14 15:43:16",0,0,HTRT3835-2C-1,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Laurent P"
495928,"2023-09-14 16:53:55",0,0,SOM-KZL2-125T,MYPROJECT,"La station doit faire un diagnostic de la machine.",NULL,Kaufland,"Demande de Garantie",NULL
496036,"2023-09-15 08:24:00",1,0,HMT20V,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
496039,"2023-09-15 08:27:43",1,0,HG2201-PL-A,HYUNDAI,"La station doit choisir comment s'occuper de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
496040,"2023-09-15 08:28:31",0,0,"BG B2800",BESTGREEN,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BCM Johnwin","Demande de réparation en station.",Nadine
496290,"2023-09-16 06:39:42",0,0,FAP1630,FEIDER,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Marc SWAP 82"
496299,"2023-09-16 07:44:48",1,0,JHS-A020,ELSAY,"La station doit choisir comment s'occuper de la machine.","Réparation sous garantie","JHS CLIM -LECLERC","Demande de réparation en station.","Florian STEFANI"
496303,"2023-09-16 08:01:22",1,0,JHS-A020,ELSAY,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","JHS CLIM -LECLERC","Demande de réparation en station.","Florian STEFANI"
496337,"2023-09-16 12:35:47",0,0,RACASBT314T,RACING,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
496678,"2023-09-18 07:59:40",0,0,FG8500RS,FEIDER,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Jan
496705,"2023-09-18 09:04:10",0,0,"BG B2800",BESTGREEN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BCM Johnwin","Demande de réparation en station.","01 - Agent Technique SWAP"
496874,"2023-09-18 15:24:43",0,0,HDBTD50-AC,HYUNDAI,"La réparation a été effectuée avec succès",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
496953,"2023-09-19 05:48:27",0,0,FFT200,FEIDER,"Panne non prise en charge dans le cadre de la garantie - Accepté",NULL,"BUILDER / TCK","Demande de Garantie","01 - Agent Technique SWAP"
497224,"2023-09-19 16:06:01",0,0,QT3035B,"COUNTRY SIDE","La station doit faire un diagnostic de la machine.",NULL,Kaufland,"Demande de Garantie",NULL
497399,"2023-09-20 11:58:06",0,0,HTDT561RP-A,HYUNDAI,"La réparation a été effectuée avec succès",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
497509,"2023-09-20 15:27:22",0,0,MLMP675SP51-MS,"MAC ALLISTER","DDG par la station, un admin doit modérer cette demande.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
497613,"2023-09-21 08:29:21",1,0,TTLMP875SP51,TITAN,"La réparation a été effectuée avec succès",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
497694,"2023-09-21 13:20:59",0,0,TTB834LWM,TITAN,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,KINGFISHER,"Demande de pièces dans le cadre de la garantie","Laurent P"
497879,"2023-09-22 08:33:25",0,0,SOM-KZL2-125T,MYPROJECT,"La station doit faire un diagnostic de la machine.",NULL,Kaufland,"Demande de Garantie",NULL
497925,"2023-09-22 11:56:48",0,0,TTLMP167SP51,TITAN,"La station doit faire un diagnostic de la machine.",NULL,"HG Divers","Demande de Garantie","Richard DANIELI"
497935,"2023-09-22 12:47:04",0,0,"CSP2525 (PN2500-2A)",BRICOMARCHE,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BCM Johnwin","Demande de réparation en station.","Ghizlane "
498421,"2023-09-25 07:56:44",0,0,"BG OM 43 (SLN43F)",BESTGREEN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BCM Sunray","Demande de réparation en station.","Ghizlane "
498463,"2023-09-25 09:36:38",0,0,HFBE525T,HYUNDAI,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
498468,"2023-09-25 09:46:18",0,0,TTLMP170SP53-SOLO,TITAN,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,KINGFISHER,"Demande de pièces dans le cadre de la garantie","01 - Agent Technique SWAP"
498720,"2023-09-26 07:40:51",0,0,TT6MTP52,TITAN,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
498726,"2023-09-26 07:46:39",0,0,ELMP170SP51,ERBAUER,"La réparation a été effectuée avec succès",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
498734,"2023-09-26 07:54:08",0,0,HY50-A-2,HYUNDAI,"La prestation n'a pas pu aboutir",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
498740,"2023-09-26 07:59:05",0,0,HBTE800-A,HYUNDAI,"En attente de paiement du panier par le client",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
498749,"2023-09-26 08:16:09",0,0,HG5500-PL-A1,HYUNDAI,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Demande de Garantie","SWAP PL"
498759,"2023-09-26 08:36:27",0,0,TTLMP300SP40,TITAN,"Modération par un administrateur du devis proposé par la station",NULL,KINGFISHER,"Prise en charge Hors Garantie","Laurent P"
498785,"2023-09-26 09:16:56",0,0,HPV20VALU,HYUNDAI,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,"BUILDER / TCK","Demande de pièces dans le cadre de la garantie",Serge
498790,"2023-09-26 09:22:04",0,0,ELMP145SP46,ERBAUER,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
498853,"2023-09-26 12:25:27",0,0,HG2700-PL,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","SWAP PL"
498891,"2023-09-26 14:01:10",0,0,RAC3100-A,RACING,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
499082,"2023-09-27 07:50:01",0,0,TT6MTP52,TITAN,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
499093,"2023-09-27 08:17:54",0,0,HTDT5075-A,HYUNDAI,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,"BUILDER / TCK","Prise en charge Hors Garantie","Ghizlane "
499183,"2023-09-27 14:32:26",0,0,MLM1737,"MAC ALLISTER","La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
499333,"2023-09-28 05:26:25",0,0,HCOMP100-2,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
499357,"2023-09-28 07:23:59",0,0,RAC3100-B,RACING,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Ghizlane "
499646,"2023-09-29 07:03:51",0,0,TTLMP170SP53,TITAN,"Le client doit indiquer s'il accepte ou non le devis SWAP",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
499652,"2023-09-29 07:46:41",1,0,RACTHT264-1,RACING,"La station doit faire un diagnostic de la machine.",NULL,"BUILDER / TCK","Prise en charge Hors Garantie",Nadine
499657,"2023-09-29 08:21:57",0,0,HPVD18L-B-1,HYUNDAI,"La réparation s'est bien passée. Un certificat de diagnostic est disponible en pièce jointe à gauche. ","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","SWAP PL"
499839,"2023-09-29 16:02:11",0,0,HTDT5070ES-A,HYUNDAI,"La station doit choisir comment s'occuper de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Jan
499952,"2023-09-30 14:32:04",0,0,CH-YFT2100-2500,MYPROJECT,"La station doit faire un diagnostic de la machine.",NULL,Kaufland,"Demande de Garantie",NULL
500220,"2023-10-02 05:24:53",0,0,HEL2530CAR,HYUNDAI,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.",Nadine
500272,"2023-10-02 08:04:24",0,0,"Litchi 5000w",YUZU,"Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie","Clim Litchi","Demande de réparation en station.","Florian MERCURI"
500317,"2023-10-02 09:31:50",0,0,ELMP145SP46,ERBAUER,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
500341,"2023-10-02 10:39:55",1,0,HTHT26,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
500344,"2023-10-02 10:56:48",1,0,HG2201-PL-A,HYUNDAI,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
500380,"2023-10-02 12:48:07",0,0,HM20V,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
500513,"2023-10-02 15:00:07",0,0,FPLM132-6,CASTORAMA,"La demande de pièces a été acceptée, vous recevrez votre colis sous les meilleurs délais à l'adresse indiquée.",NULL,KINGFISHER,"Demande de pièces dans le cadre de la garantie","Laurent P"
500583,"2023-10-03 05:20:58",0,0,M5MTP25-3,"MAC ALLISTER","Une attestation de non réparation (ANR) a été validée. Elle est visible en pièce jointe à droite dans la rubrique MES DOCUMENTS .  Le client peut être remboursé par son vendeur.","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
500622,"2023-10-03 07:33:42",0,0,MLMP300SP40,"MAC ALLISTER","La réparation a été effectuée avec succès",NULL,KINGFISHER,"Prise en charge Hors Garantie",Nadine
500646,"2023-10-03 08:33:46",0,0,FC3500PAP,FEIDER,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Florian MERCURI"
500695,"2023-10-03 10:23:39",0,0,BGB2800-21,BESTGREEN,"La station doit faire un diagnostic de la machine.","Réparation sous garantie","BCM Johnwin","Demande de réparation en station.","01 - Agent Technique SWAP"
500716,"2023-10-03 11:36:58",1,0,HY1300MP,HYUNDAI,"La station a fait une demande de réparation qui doit être modérée par un admin.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","Anna R"
500757,"2023-10-03 14:03:59",0,0,TTLMP875SP51,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.","Ghizlane "
500851,"2023-10-03 15:08:51",0,0,ELMP145SP46,ERBAUER,"La station établit son devis pour réparer la machine",NULL,KINGFISHER,"Prise en charge Hors Garantie","Ghizlane "
500867,"2023-10-03 17:00:29",0,0,HTDT5075-A1,HYUNDAI,"Un admin a validé la demande de réparation, les pièces sont en cours de transport.","Réparation sous garantie","BUILDER / TCK","Demande de réparation en station.","01 - Agent Technique SWAP"
501016,"2023-10-04 13:07:47",0,0,TTLMP675SP51-M&S,TITAN,"Panne non prise en charge dans le cadre de la garantie - Accepté","Réparation sous garantie",KINGFISHER,"Demande de réparation en station.",Nadine
